number,value,datetime_start,datetime_complete,duration,params_auto_class_weights,params_bagging_temperature,params_border_count,params_depth,params_l2_leaf_reg,params_learning_rate,params_min_data_in_leaf,params_random_strength,params_subsample,user_attrs_avg_best_iteration,user_attrs_cv_accuracy,user_attrs_cv_logloss,user_attrs_fold_accs,user_attrs_fold_lls,state,model,cv_accuracy,cv_logloss,avg_best_iteration
45,0.5693730630067819,2026-04-14 23:39:01.047522,2026-04-14 23:40:45.037208,0 days 00:01:43.989686,,0.8742891611849618,38,9,5.724740765701116,0.020079339451646715,15,0.7078165397414173,0.7263621068074445,393.0,0.6966981132075473,0.5693730630067819,"[0.6426886792452831, 0.6992924528301887, 0.6816037735849056, 0.7299528301886793, 0.7299528301886793]","[0.6167440464475972, 0.5924373218669786, 0.5836283861594836, 0.5257977370168513, 0.5282578235429984]",COMPLETE,cat,0.6966981132075473,0.5693730630067819,393.0
46,0.60403658938715,2026-04-14 23:40:45.053531,2026-04-14 23:41:00.231226,0 days 00:00:15.177695,,1.0903284979510104,53,7,0.019367283524941683,0.010127196865108783,26,1.061360334541194,0.7813948415664244,,,,,,PRUNED,cat,,,
47,0.5734681237087734,2026-04-14 23:41:00.247967,2026-04-14 23:42:25.071055,0 days 00:01:24.823088,Balanced,0.4359904071174535,83,8,0.8387744815011882,0.012714401565309827,9,0.45544438696043626,0.6375243619989645,,,,,,PRUNED,cat,,,
48,0.6078733301613058,2026-04-14 23:42:25.106835,2026-04-14 23:42:57.452178,0 days 00:00:32.345343,,1.476132036865056,48,9,0.23727234249967136,0.018507149592331656,4,1.2861914281797517,0.6564557030741694,,,,,,PRUNED,cat,,,
49,0.6180637444008781,2026-04-14 23:42:57.474855,2026-04-14 23:43:06.647323,0 days 00:00:09.172468,,0.5358335041860935,63,7,0.0011065136021090993,0.0245586266823747,40,1.813527606552727,0.984634926024359,,,,,,PRUNED,cat,,,
50,0.5681349880087765,2026-04-14 23:43:06.671251,2026-04-14 23:45:40.408647,0 days 00:02:33.737396,,0.9375220851061814,108,8,1.9202482762337194,0.013011086120142876,1,0.8317881540077577,0.7374326818467014,515.8,0.7063679245283019,0.5681349880087765,"[0.6426886792452831, 0.7004716981132075, 0.7028301886792453, 0.7417452830188679, 0.7441037735849056]","[0.6200246635694447, 0.5846071219636052, 0.5824680173217465, 0.5291217599667126, 0.5244533772223738]",COMPLETE,cat,0.7063679245283019,0.5681349880087765,515.8
51,0.5677660649171793,2026-04-14 23:45:40.422877,2026-04-14 23:46:25.549332,0 days 00:00:45.126455,,0.2705240028014016,33,8,6.487710160423129,0.017431557924880242,16,0.21844236406027506,0.6251161920098318,351.8,0.7049528301886793,0.5677660649171793,"[0.6474056603773585, 0.7063679245283019, 0.6933962264150944, 0.7488207547169812, 0.7287735849056604]","[0.6187865224622795, 0.579909794468536, 0.5796466081427223, 0.5248758899055431, 0.5356115096068158]",COMPLETE,cat,0.7049528301886793,0.5677660649171793,351.8
52,0.5813339328613558,2026-04-14 23:46:25.564262,2026-04-14 23:46:40.931646,0 days 00:00:15.367384,,2.432408988658296,140,7,3.0670426349745328,0.04974522247103407,12,0.5604037308524676,0.6884979853831891,,,,,,PRUNED,cat,,,
53,0.6118429976801144,2026-04-14 23:46:40.949344,2026-04-14 23:47:00.582075,0 days 00:00:19.632731,,2.780387833970531,120,9,2.0252902058000912,0.08223449520315748,19,0.16791126151509417,0.7653554253891911,,,,,,PRUNED,cat,,,
54,0.5659835506223291,2026-04-14 23:47:00.597519,2026-04-14 23:48:08.486277,0 days 00:01:07.888758,,1.7103326936628755,84,7,1.1566159434390693,0.014105586713552599,12,0.28568359080318406,0.600965380722987,469.6,0.7007075471698114,0.5659835506223291,"[0.6391509433962265, 0.6851415094339622, 0.6922169811320755, 0.7441037735849056, 0.7429245283018868]","[0.6195077374169203, 0.5862032021949592, 0.5776905636330758, 0.520358358313055, 0.5261578915536348]",COMPLETE,cat,0.7007075471698114,0.5659835506223291,469.6
55,0.6015756979591216,2026-04-14 23:48:08.501279,2026-04-14 23:48:21.288047,0 days 00:00:12.786768,,1.3543856980298659,93,6,1.1815886217552252,0.02210125265882817,14,0.9973758934469314,0.5691434500840888,,,,,,PRUNED,cat,,,
56,0.567918995286787,2026-04-14 23:48:21.303518,2026-04-14 23:49:26.693845,0 days 00:01:05.390327,,1.6690749534718987,99,7,0.5973886933448888,0.011798903070809344,10,0.3454508439136245,0.6075051727180265,415.4,0.707311320754717,0.567918995286787,"[0.6415094339622641, 0.7099056603773585, 0.6957547169811321, 0.7476415094339622, 0.7417452830188679]","[0.6194675589970059, 0.5807077117811166, 0.5823325040618197, 0.5266390682238145, 0.5304481333701782]",COMPLETE,cat,0.707311320754717,0.567918995286787,415.4
57,0.5693483172415827,2026-04-14 23:49:26.708952,2026-04-14 23:50:18.882186,0 days 00:00:52.173234,,1.811621145348851,83,6,4.307347702290716,0.014993868018688742,24,1.369444067447854,0.7020216890186812,588.2,0.7068396226415095,0.5693483172415827,"[0.6462264150943396, 0.6969339622641509, 0.7016509433962265, 0.7488207547169812, 0.7405660377358491]","[0.6161901724607518, 0.5892734470955217, 0.5841250461740847, 0.5265340465263708, 0.5306188739511846]",COMPLETE,cat,0.7068396226415095,0.5693483172415827,588.2
58,0.6438570047251114,2026-04-14 23:50:18.896507,2026-04-14 23:50:22.270300,0 days 00:00:03.373793,,0.6734762143073969,64,8,1.6918228444324006,0.29940214978875335,3,0.8455643012075117,0.6152018687587512,,,,,,PRUNED,cat,,,
59,0.5825837156212679,2026-04-14 23:50:22.285947,2026-04-14 23:51:38.403380,0 days 00:01:16.117433,Balanced,1.2869455471379143,237,7,6.9873688099407065,0.016787152803952123,7,0.5502140237548643,0.5858840613271067,,,,,,PRUNED,cat,,,
60,0.6062070269764229,2026-04-14 23:51:38.422876,2026-04-14 23:51:55.021477,0 days 00:00:16.598601,,1.7814452278922746,43,8,0.977151906420809,0.026741328371565707,16,1.7388225105085569,0.678846212037122,,,,,,PRUNED,cat,,,
61,0.5685865227515725,2026-04-14 23:51:55.039348,2026-04-14 23:52:44.796129,0 days 00:00:49.756781,,2.300267688747319,57,7,3.3179274578907623,0.014017799395335324,21,0.7496321422053744,0.932275184634352,437.2,0.7091981132075471,0.5685865227515725,"[0.6556603773584906, 0.7075471698113207, 0.7040094339622641, 0.7417452830188679, 0.7370283018867925]","[0.6141767917324612, 0.5854888036582545, 0.586598717304813, 0.5208809076023095, 0.5357873934600244]",COMPLETE,cat,0.7091981132075471,0.5685865227515725,437.2
62,0.5688651153895773,2026-04-14 23:52:44.810177,2026-04-14 23:52:56.894037,0 days 00:00:12.083860,,2.071820410753514,177,5,3.138342899780576,0.056700837311074885,13,0.20200151844286401,0.6537203134682306,123.6,0.7025943396226415,0.5688651153895773,"[0.6167452830188679, 0.7087264150943396, 0.6957547169811321, 0.7511792452830188, 0.7405660377358491]","[0.6207354943342107, 0.585663385869888, 0.5742511653069922, 0.5318402003690019, 0.5318353310677937]",COMPLETE,cat,0.7025943396226415,0.5688651153895773,123.6
63,0.5701377443589717,2026-04-14 23:52:56.908244,2026-04-14 23:53:02.961893,0 days 00:00:06.053649,,1.9387361100281528,152,3,2.3020303436905865,0.06426551961568772,11,0.003967430306877351,0.5554046709351602,,,,,,PRUNED,cat,,,
64,0.5691762121792253,2026-04-14 23:53:02.980543,2026-04-14 23:53:21.314232,0 days 00:00:18.333689,,2.5935997856962096,120,6,4.567726986937634,0.04591241250199618,18,0.38662219966890954,0.6278443712980014,153.8,0.7051886792452831,0.5691762121792253,"[0.6415094339622641, 0.7028301886792453, 0.6922169811320755, 0.7405660377358491, 0.7488207547169812]","[0.619097979591672, 0.5866571226075569, 0.5804493380243229, 0.526833632577564, 0.5328429880950107]",COMPLETE,cat,0.7051886792452831,0.5691762121792253,153.8
65,0.5705067252493146,2026-04-14 23:53:21.333025,2026-04-14 23:53:52.961557,0 days 00:00:31.628532,,1.538690964621905,198,3,1.5433540731208482,0.011421356459549947,12,0.576092417718055,0.595799312774018,,,,,,PRUNED,cat,,,
66,0.5689827673627398,2026-04-14 23:53:52.996316,2026-04-14 23:54:56.268328,0 days 00:01:03.272012,,0.8628324748344011,76,8,2.7093215865046174,0.020488309589249458,6,0.21340169715238674,0.517919576341648,266.0,0.7007075471698113,0.5689827673627398,"[0.6450471698113207, 0.6933962264150944, 0.6898584905660378, 0.7417452830188679, 0.7334905660377359]","[0.6217861367121291, 0.5831467645668971, 0.5794233130453291, 0.5257484956816068, 0.5348091268077364]",COMPLETE,cat,0.7007075471698113,0.5689827673627398,266.0
67,0.5677214898122278,2026-04-14 23:54:56.290972,2026-04-14 23:55:15.209159,0 days 00:00:18.918187,,1.1561644863693807,218,4,6.897432473577971,0.03647398303511529,29,1.040434107424201,0.5777853244552633,294.4,0.706132075471698,0.5677214898122278,"[0.6497641509433962, 0.7016509433962265, 0.6945754716981132, 0.7441037735849056, 0.7405660377358491]","[0.6140242831381872, 0.5847483590109293, 0.5814248556833143, 0.5249519760631935, 0.533457975165515]",COMPLETE,cat,0.706132075471698,0.5677214898122278,294.4
68,0.6181301371927531,2026-04-14 23:55:15.224132,2026-04-14 23:55:31.324294,0 days 00:00:16.100162,,1.90194222851667,160,9,4.345660239007239,0.13864820622693844,20,0.3972508367355355,0.7061809694272712,,,,,,PRUNED,cat,,,
69,0.6003856165747229,2026-04-14 23:55:31.341089,2026-04-14 23:55:34.587978,0 days 00:00:03.246889,Balanced,2.131654341528023,183,3,0.39964246286930993,0.07462982588216685,15,0.11265149909315408,0.5417516182678705,,,,,,PRUNED,cat,,,
70,0.5977512236481293,2026-04-14 23:55:34.605913,2026-04-14 23:56:17.269614,0 days 00:00:42.663701,,0.277972034977779,206,7,1.0792791352706388,0.027110993234896765,8,2.0436852024161976,0.6010799200801686,,,,,,PRUNED,cat,,,
71,0.6058156671479225,2026-04-14 23:56:17.284770,2026-04-14 23:56:19.992102,0 days 00:00:02.707332,,2.883448799409458,164,4,0.13411960696067665,0.11974236101502561,9,1.3990818307616457,0.7433406279051572,,,,,,PRUNED,cat,,,
72,0.5673506932999455,2026-04-14 23:56:20.009366,2026-04-14 23:56:27.714705,0 days 00:00:07.705339,,1.1389192444242564,222,3,7.19945429103535,0.08973959303730948,50,1.120896188854188,0.5798299244972934,156.0,0.7068396226415095,0.5673506932999455,"[0.6474056603773585, 0.7063679245283019, 0.6933962264150944, 0.7488207547169812, 0.7382075471698113]","[0.6137633352399414, 0.5796056332454892, 0.5773483234440674, 0.5286293222617383, 0.5374068523084916]",COMPLETE,cat,0.7068396226415095,0.5673506932999455,156.0
73,0.5994919969377136,2026-04-14 23:56:27.732487,2026-04-14 23:56:31.258131,0 days 00:00:03.525644,,1.4699725243965864,241,3,0.05952375811587653,0.09864727127750506,38,1.139985583854328,0.6711774221708392,,,,,,PRUNED,cat,,,
74,0.5703689339224868,2026-04-14 23:56:31.273164,2026-04-14 23:56:37.191983,0 days 00:00:05.918819,,1.6171197134906383,146,3,8.389085002755909,0.08882584637905322,32,0.8876635916581361,0.6379535630278013,,,,,,PRUNED,cat,,,
75,0.5673915232618769,2026-04-14 23:56:37.209561,2026-04-14 23:56:46.644518,0 days 00:00:09.434957,,1.03646116325348,231,3,5.49062980172427,0.06038901730385227,22,0.6657402692896456,0.5708490216615324,193.4,0.7035377358490565,0.5673915232618769,"[0.6356132075471698, 0.6933962264150944, 0.7028301886792453, 0.75, 0.7358490566037735]","[0.6203938769437464, 0.5802184028763384, 0.5753105897837018, 0.52484452091711, 0.5361902257884877]",COMPLETE,cat,0.7035377358490565,0.5673915232618769,193.4
76,0.5693202182739134,2026-04-14 23:56:46.663011,2026-04-14 23:56:56.761129,0 days 00:00:10.098118,,0.9951104337497323,230,4,5.741617656212628,0.06354308432316957,50,0.7200947027666881,0.611421817914212,,,,,,PRUNED,cat,,,
77,0.5671722606691618,2026-04-14 23:56:56.779242,2026-04-14 23:57:08.773051,0 days 00:00:11.993809,,1.2500161162966708,247,3,9.873883765909362,0.05081177592201289,43,0.5240118902579466,0.6539024265971071,231.0,0.7042452830188679,0.5671722606691618,"[0.6438679245283019, 0.6933962264150944, 0.6981132075471698, 0.7429245283018868, 0.7429245283018868]","[0.6197838876337605, 0.580671335852333, 0.5791803438923654, 0.5230647658159148, 0.5331609701514356]",COMPLETE,cat,0.7042452830188679,0.5671722606691618,231.0
78,0.5684794490217614,2026-04-14 23:57:08.788308,2026-04-14 23:57:49.753422,0 days 00:00:40.965114,,0.6300538537597249,248,3,7.659166942575081,0.010198922069079156,45,0.51298106403668,0.5648299199862213,930.6,0.7061320754716981,0.5684794490217614,"[0.6297169811320755, 0.7028301886792453, 0.7016509433962265, 0.7535377358490566, 0.7429245283018868]","[0.6180530106320521, 0.5846958888441595, 0.5754437795328006, 0.5277706758082638, 0.5364338902915312]",COMPLETE,cat,0.7061320754716981,0.5684794490217614,930.6
79,0.5688109736973377,2026-04-14 23:57:49.772147,2026-04-14 23:58:06.446940,0 days 00:00:16.674793,,0.8089695569030144,243,5,9.889117598992883,0.05320334171778106,47,0.29699594676055147,0.5789583320092252,149.0,0.7044811320754718,0.5688109736973377,"[0.6403301886792453, 0.7016509433962265, 0.6945754716981132, 0.7429245283018868, 0.7429245283018868]","[0.6161790671913452, 0.5812498801503738, 0.5819269699043204, 0.5339642667272196, 0.5307346845134298]",COMPLETE,cat,0.7044811320754718,0.5688109736973377,149.0
80,0.5672548118377887,2026-04-14 23:58:06.464941,2026-04-14 23:58:19.400670,0 days 00:00:12.935729,,1.062007504955428,224,3,5.204282354287201,0.043490286728878565,44,0.6352432789235658,0.6574383888699427,272.2,0.7047169811320755,0.5672548118377887,"[0.6462264150943396, 0.6886792452830188, 0.7087264150943396, 0.7429245283018868, 0.7370283018867925]","[0.6199579548204014, 0.5800294061818027, 0.576473770752124, 0.524448110109524, 0.535364817325091]",COMPLETE,cat,0.7047169811320755,0.5672548118377887,272.2
81,0.5981958544744913,2026-04-14 23:58:19.417677,2026-04-14 23:58:24.539784,0 days 00:00:05.122107,Balanced,1.0894332472336798,225,3,5.505073990032676,0.041128641528185676,46,0.6112978039862372,0.6294482582546683,,,,,,PRUNED,cat,,,
82,0.5696625955612769,2026-04-14 23:58:24.556945,2026-04-14 23:58:36.560868,0 days 00:00:12.003923,,1.2676256424005334,214,3,3.6284141565519805,0.04680009694449252,40,0.7896698667465052,0.6589194518921352,,,,,,PRUNED,cat,,,
83,0.5652775023509298,2026-04-14 23:58:36.578920,2026-04-14 23:58:59.049193,0 days 00:00:22.470273,,1.0009364307820994,233,4,7.48562425147051,0.035224942342752405,48,1.1544324995943986,0.677444833008,335.6,0.7129716981132075,0.5652775023509298,"[0.6674528301886793, 0.7110849056603774, 0.7016509433962265, 0.7417452830188679, 0.7429245283018868]","[0.6125202833383037, 0.5833386425987052, 0.57721812898672, 0.5245201196782271, 0.5287903371526934]",COMPLETE,cat,0.7129716981132075,0.5652775023509298,335.6
84,0.5668262995717435,2026-04-14 23:58:59.072204,2026-04-14 23:59:21.256431,0 days 00:00:22.184227,,0.4941954039551084,255,4,6.494481003374458,0.03591588132233819,43,1.192003698041214,0.691742625094547,316.4,0.7049528301886793,0.5668262995717435,"[0.6415094339622641, 0.7087264150943396, 0.6898584905660378, 0.7488207547169812, 0.7358490566037735]","[0.6175523799260912, 0.5798977126910637, 0.5793525406760857, 0.5251011043241764, 0.5322277602413003]",COMPLETE,cat,0.7049528301886793,0.5668262995717435,316.4
85,0.5958220839914843,2026-04-14 23:59:21.272219,2026-04-14 23:59:30.888000,0 days 00:00:09.615781,,0.5390299416013955,237,4,7.6926614203379735,0.034817791805764775,43,1.5380798777143525,0.6938203774132192,,,,,,PRUNED,cat,,,
86,0.5680370028798248,2026-04-14 23:59:30.903546,2026-04-14 23:59:52.523032,0 days 00:00:21.619486,,0.17782265574982353,249,3,9.98438034229788,0.029137347766200448,48,1.1573107319637463,0.6780907684359927,419.2,0.7016509433962264,0.5680370028798248,"[0.6332547169811321, 0.6910377358490566, 0.7028301886792453, 0.7452830188679245, 0.7358490566037735]","[0.621697282392614, 0.5827516354882668, 0.5771929027074718, 0.5265337165517989, 0.5320094772589729]",COMPLETE,cat,0.7016509433962264,0.5680370028798248,419.2
87,0.5973121756150047,2026-04-14 23:59:52.537209,2026-04-15 00:00:03.137360,0 days 00:00:10.600151,,0.4107047291878003,253,4,3.876989772625743,0.033248300593611314,42,1.668633133673064,0.7198987647388377,,,,,,PRUNED,cat,,,
88,0.5652456059470337,2026-04-15 00:00:03.154543,2026-04-15 00:00:27.456697,0 days 00:00:24.302154,,0.7748202548468777,237,4,7.316366814899122,0.039976630591961194,50,2.383583030301331,0.6489037315673116,366.2,0.709433962264151,0.5652456059470337,"[0.6533018867924528, 0.7016509433962265, 0.7028301886792453, 0.75, 0.7393867924528302]","[0.6163458879074245, 0.5849584609811975, 0.5768058225906924, 0.5202332910207896, 0.5278845672350643]",COMPLETE,cat,0.709433962264151,0.5652456059470337,366.2
89,0.6021712778748676,2026-04-15 00:00:27.477399,2026-04-15 00:00:39.829314,0 days 00:00:12.351915,,0.6751793480151739,255,5,4.959460681770687,0.04002979394802076,48,2.9407364561348275,0.7136760062667254,,,,,,PRUNED,cat,,,
90,0.5995393498681956,2026-04-15 00:00:39.844477,2026-04-15 00:00:47.814125,0 days 00:00:07.969648,,0.9201805033601145,244,4,2.8493034245208793,0.051428924862934974,42,2.2778771292965145,0.6468934565645071,,,,,,PRUNED,cat,,,
91,0.5987437202494825,2026-04-15 00:00:47.829472,2026-04-15 00:00:53.217272,0 days 00:00:05.387800,,0.3614772745200898,234,4,1.9762035462949616,0.04301862459284184,45,0.9599198359087503,0.6881576140125496,,,,,,PRUNED,cat,,,
92,0.5679318422908732,2026-04-15 00:00:53.232233,2026-04-15 00:01:14.723727,0 days 00:00:21.491494,,0.7433817748695517,225,4,7.055264553997073,0.037547934801359886,50,1.9283959966886794,0.6553949168985925,325.0,0.7040094339622641,0.5679318422908732,"[0.6509433962264151, 0.6922169811320755, 0.7075471698113207, 0.7405660377358491, 0.7287735849056604]","[0.6178454812319137, 0.5851703895160633, 0.5808871053122718, 0.5237171126815259, 0.5320391227125915]",COMPLETE,cat,0.7040094339622641,0.5679318422908732,325.0
93,0.5679451405825964,2026-04-15 00:01:14.740642,2026-04-15 00:01:33.826770,0 days 00:00:19.086128,,0.47522940082578763,221,3,8.124662337899046,0.030298038744170013,49,1.3709273182175317,0.6980136985477294,418.0,0.7058962264150943,0.5679451405825964,"[0.6391509433962265, 0.6922169811320755, 0.7051886792452831, 0.7523584905660378, 0.7405660377358491]","[0.6225692337626043, 0.5818003617542239, 0.5776484212861352, 0.5250893998747125, 0.5326182862353057]",COMPLETE,cat,0.7058962264150943,0.5679451405825964,418.0
94,0.5684942536526558,2026-04-15 00:01:33.843120,2026-04-15 00:01:44.587610,0 days 00:00:10.744490,,1.1619421147116065,238,4,6.59110781702792,0.07445229466385123,46,1.1406660393888202,0.679486565018147,143.6,0.7051886792452831,0.5684942536526558,"[0.6509433962264151, 0.6863207547169812, 0.7110849056603774, 0.7429245283018868, 0.7346698113207547]","[0.6210070803556257, 0.5898942128123299, 0.573100812986787, 0.5283140712860297, 0.530155090822507]",COMPLETE,cat,0.7051886792452831,0.5684942536526558,143.6
95,0.5990784361022298,2026-04-15 00:01:44.602738,2026-04-15 00:01:50.881068,0 days 00:00:06.278330,,0.1438774641244045,246,3,3.870511294745523,0.048767032417210025,48,3.53542357415202,0.6191302202967521,,,,,,PRUNED,cat,,,
96,0.597689570844614,2026-04-15 00:01:50.897719,2026-04-15 00:02:03.259125,0 days 00:00:12.361406,,0.7907559516217529,208,5,4.897058812004593,0.041565992035675764,44,2.5546295177067733,0.6660039331453999,,,,,,PRUNED,cat,,,
97,0.5669840065097518,2026-04-15 00:02:03.276044,2026-04-15 00:02:17.360075,0 days 00:00:14.084031,,1.2576033093292642,229,4,6.084679527428863,0.04470369445770576,37,0.4997112901342554,0.6344729297537782,203.0,0.7037735849056603,0.5669840065097518,"[0.6426886792452831, 0.7004716981132075, 0.7004716981132075, 0.7382075471698113, 0.7370283018867925]","[0.6114488733182333, 0.5842714611213881, 0.5727029732664566, 0.52974172600783, 0.5367549988348506]",COMPLETE,cat,0.7037735849056603,0.5669840065097518,203.0
98,0.5663162462580332,2026-04-15 00:02:17.376164,2026-04-15 00:02:33.480673,0 days 00:00:16.104509,,1.3552032649709802,232,4,3.183132540654406,0.04525782308135807,34,0.47792391043524485,0.634112354712681,229.0,0.6995283018867925,0.5663162462580332,"[0.6391509433962265, 0.6933962264150944, 0.7016509433962265, 0.7334905660377359, 0.7299528301886793]","[0.6151262335011094, 0.5825958678084432, 0.5794966389429143, 0.523976602674762, 0.5303858883629374]",COMPLETE,cat,0.6995283018867925,0.5663162462580332,229.0
99,0.5665776026983899,2026-04-15 00:02:33.495013,2026-04-15 00:02:45.716627,0 days 00:00:12.221614,,1.3638653565668892,229,4,2.2114587084093063,0.05299986113458923,36,0.47154019273702724,0.6327925936767738,169.2,0.7056603773584904,0.5665776026983899,"[0.6379716981132075, 0.7016509433962265, 0.7028301886792453, 0.7452830188679245, 0.7405660377358491]","[0.6197606207875037, 0.5801416245949148, 0.5722338187743711, 0.5277234265075527, 0.5330285228276067]",COMPLETE,cat,0.7056603773584904,0.5665776026983899,169.2
100,0.6049479153486722,2026-04-15 00:02:45.730301,2026-04-15 00:02:51.168409,0 days 00:00:05.438108,Balanced,1.3325615174278542,231,4,0.00548743075182338,0.03484734085263196,36,0.3256470344390986,0.6419322704394095,,,,,,PRUNED,cat,,,
